genus1,genus2,locus1,locus2,overlap_count,overlap
Neochalcis,Proshizonotus,L420,L421,1,H
Neochalcis,Scutellista,L496,L497,1,G
Neochalcis,Zdenekius,L692,L692,1,D
Neochrysocharis,Odopoia,L1021,L1021,1,G
Neochrysocharis,Ophelimus,L111,L111,1,G
Neochrysocharis,Rotoita,L204,L205,1,D
Neochrysocharis,Rotoita,L204,L206,1,A
Neochrysocharis,Rotoita,L324,L325,2,C D
Neochrysocharis,Rotoita,L582,L583,2,A G
Neochrysocharis,Rotoita,L963,L964,1,D
Neochrysocharis,Rotoita,L962,L964,1,G
Neochrysocharis,Rotoita,L1045,L1045,2,C D
Neochrysocharis,Rotoita,L144,L144,2,C D
Neochrysocharis,Rotoita,L204,L204,2,C D
Neochrysocharis,Rotoita,L325,L325,2,C D
Neochrysocharis,Rotoita,L493,L493,2,C D
Neochrysocharis,Rotoita,L590,L590,1,D
Neochrysocharis,Rotoita,L861,L861,2,C D
Neochrysocharis,Rotoita,L964,L964,2,A G
Neochrysocharis,Rotoita,L583,L583,2,A G
Neochrysocharis,Rotoita,L463,L463,1,H
Neodipara,Palachia,L137,L139,1,G
Neodipara,Palachia,L139,L139,1,D
Neodipara,Rileya,L166,L166,1,H
Australosema,Neolosbanus,L421,L421,1,G
Kapala,Neolosbanus,L759,L760,1,H
Kapala,Neolosbanus,L891,L892,1,G
Neolosbanus,Orasema,L561,L562,1,H
Neolosbanus,Propalachia,L500,L500,1,G
Neolosbanus,Pseudometagea,L399,L400,2,G H
Neolosbanus,Pseudometagea,L914,L916,1,G
Neolosbanus,Pseudometagea,L162,L162,1,H
Neolosbanus,Pseudometagea,L914,L914,1,G
Neolosbanus,Pseudometagea,L399,L399,1,H
Neolosbanus,Pseudometagea,L421,L421,1,G
Neolosbanus,Psilocharis,L227,L228,1,H
Neolosbanus,Psilocharis,L759,L760,1,G
Neolosbanus,Psilocharis,L420,L420,1,G
Neolosbanus,Psilocharis,L422,L422,2,B G
Neolosbanus,Psilocharis,L420,L421,1,G
Neolosbanus,Psilocharis,L421,L422,1,G
Neolosbanus,Psilocharis,L667,L668,2,B H
Neolosbanus,Psilocharis,L258,L258,1,G
Neolosbanus,Psilocharis,L667,L667,2,B H
Neolosbanus,Schizaspidia,L194,L195,1,G
Neolosbanus,Schizaspidia,L444,L445,1,G
Neolosbanus,Schizaspidia,L67,L68,1,G
Neolosbanus,Schizaspidia,L688,L689,1,G
Neolosbanus,Schizaspidia,L227,L227,1,G
Neolosbanus,Schizaspidia,L269,L269,1,G
Neolosbanus,Schizaspidia,L305,L305,1,A
Neolosbanus,Schizaspidia,L37,L37,1,H
Neolosbanus,Schizaspidia,L444,L444,1,H
Neolosbanus,Schizaspidia,L688,L688,1,G
Neolosbanus,Schizaspidia,L916,L916,1,G
Melanosmicra,Neomegastigmus,L430,L432,1,G
Mesopeltita,Neomegastigmus,L431,L432,1,G
Micradelus,Neomegastigmus,L427,L656,1,B
Neomegastigmus,Ormyromorpha,L500,L501,1,G
Neomegastigmus,Plutothrix,L500,L501,1,G
Neomegastigmus,Plutothrix,L502,L503,1,G
Neomegastigmus,Proshizonotus,L480,L481,1,G
Entedon,Neopomphale,L501,L501,1,G
Euderus,Neopomphale,L500,L500,1,G
Eutrichosomella,Neopomphale,L420,L422,1,G
Neopomphale,Ophelimus,L500,L501,1,G
Neopomphale,Waterstoniella,L537,L542,1,H
Conura,Neorileya,L392,L392,1,H
Cratocentrus,Neorileya,L938,L938,1,G
Cynipencyrtus,Neorileya,L399,L400,1,G
Cynipencyrtus,Neorileya,L399,L399,1,H
Euryischomyia,Neorileya,L500,L501,1,H
Exopristoides,Neorileya,L420,L420,1,G
Habritys,Neorileya,L363,L363,1,G
Macrorileya,Neorileya,L920,L920,1,G
Neorileya,Nepistenia,L359,L362,1,G
Neorileya,Papuopsia,L500,L500,1,H
Neorileya,Proshizonotus,L421,L421,1,G
Brachyscelidiphaga,Neotriadomerus,L430,L432,1,G
Brachyscelidiphaga,Neotriadomerus,L431,L432,1,G
Bootanomyia,Nepistenia,L359,L362,1,A
Coruna,Nepistenia,L359,L362,2,G H
Grooca,Nepistenia,L500,L501,1,G
Grooca,Nepistenia,L925,L926,1,G
Nepistenia,Ormocerus,L1006,L1006,1,G
Nepistenia,Parepistenia,L231,L231,1,G
Nepistenia,Parepistenia,L70,L70,1,H
Nepistenia,Parepistenia,L768,L768,1,G
Nepistenia,Parepistenia,L938,L938,1,G
Nepistenia,Plutothrix,L500,L501,1,G
Nepistenia,Plutothrix,L359,L359,1,G
Nepistenia,Proshizonotus,L386,L387,1,G
Nepistenia,Proshizonotus,L439,L440,2,G H
Nepistenia,Proshizonotus,L478,L479,1,D
Nepistenia,Proshizonotus,L480,L481,3,A G H
Nepistenia,Proshizonotus,L653,L654,1,G
Nepistenia,Proshizonotus,L927,L928,1,H
Nepistenia,Proshizonotus,L928,L929,1,G
Nepistenia,Proshizonotus,L112,L112,1,G
Nepistenia,Proshizonotus,L166,L166,1,G
Nepistenia,Proshizonotus,L1,L1,1,G
Nepistenia,Proshizonotus,L304,L304,1,G
Nepistenia,Proshizonotus,L362,L362,1,H
Nepistenia,Proshizonotus,L366,L366,2,B G
Nepistenia,Proshizonotus,L424,L424,1,G
Nepistenia,Proshizonotus,L439,L439,2,G H
Nepistenia,Proshizonotus,L479,L479,1,D
Nepistenia,Proshizonotus,L481,L481,2,B G
Nepistenia,Proshizonotus,L506,L506,1,G
Nepistenia,Proshizonotus,L618,L618,1,G
Nepistenia,Proshizonotus,L621,L621,1,H
Nepistenia,Proshizonotus,L622,L622,1,G
Nepistenia,Proshizonotus,L631,L631,1,G
Nepistenia,Proshizonotus,L653,L653,1,G
Nepistenia,Proshizonotus,L702,L702,1,H
Nepistenia,Proshizonotus,L703,L703,1,G
Nepistenia,Proshizonotus,L768,L768,1,G
Nepistenia,Proshizonotus,L819,L819,1,H
Nepistenia,Proshizonotus,L927,L927,1,H
Nepistenia,Proshizonotus,L928,L928,1,G
Nepistenia,Proshizonotus,L929,L929,1,G
Nepistenia,Proshizonotus,L1027,L1028,1,G
Nepistenia,Proshizonotus,L386,L386,1,B
Nepistenia,Savzdargia,L363,L363,2,C D
Nepistenia,Savzdargia,L450,L450,1,A
Nepistenia,Savzdargia,L449,L450,1,G
Nepistenia,Savzdargia,L450,L451,1,A
Nepistenia,Savzdargia,L8,L8,1,D
Nepistenia,Savzdargia,L175,L175,1,H
Nepistenia,Zolotarewskya,L18,L19,1,A
Colotrechnus,Netomocera,L419,L420,1,G
Keirana,Netomocera,L394,L394,1,G
Nepistenia,Netomocera,L710,L710,1,H
Netomocera,Omphalodipara,L305,L306,1,B
Netomocera,Sycoscapter,L492,L492,1,H
Dibrachys,Nodisoplata,L439,L440,1,G
Habritys,Nodisoplata,L46,L47,1,G
Homoporus,Nodisoplata,L359,L362,1,G
Nodisoplata,Pteromalus,L47,L48,1,G
Nodisoplata,Pteromalus,L759,L760,1,H
Nodisoplata,Walkerella,L46,L47,1,G
Agamerion,Notanisus,L571,L572,1,G
Coelocyba,Notanisus,L500,L501,1,G
Coruna,Notanisus,L502,L503,1,H
Diconocara,Notanisus,L218,L447,1,G
Diplesiostigma,Notanisus,L218,L440,1,G
Euryischomyia,Notanisus,L500,L501,1,G
Exopristoides,Notanisus,L810,L811,1,G
Notanisus,Ormyromorpha,L500,L501,1,G
Notanisus,Walkerella,L502,L503,1,H
Notanisus,Zolotarewskya,L738,L739,1,G
Notanisus,Zolotarewskya,L112,L112,1,G
Notanisus,Zolotarewskya,L313,L313,1,G
Notanisus,Zolotarewskya,L739,L739,1,G
Notanisus,Zolotarewskya,L1018,L1018,1,H
Notanisus,Zolotarewskya,L66,L66,1,G
Notanisus,Zolotarewskya,L726,L726,1,B
Notanisus,Zolotarewskya,L746,L746,1,G
Notanisus,Zolotarewskya,L924,L924,1,G
Cratocentrus,Odontofroggatia,L500,L500,1,G
Eopelma,Odontofroggatia,L420,L420,1,G
Erotolepsia,Odontofroggatia,L565,L566,1,G
Micrapion,Odontofroggatia,L420,L421,1,G
Netomocera,Odontofroggatia,L359,L359,1,G
Odontofroggatia,Ormocerus,L500,L501,1,G
Odontofroggatia,Plastobelyta,L504,L504,1,G
Odontofroggatia,Plutothrix,L500,L501,1,H
Odontofroggatia,Plutothrix,L111,L111,1,G
Cea,Odopoia,L1008,L1008,1,G
Erotolepsia,Odopoia,L503,L504,1,H
Idarnotorymus,Odopoia,L1006,L1006,1,G
Lelaps,Odopoia,L112,L713,1,G
Odopoia,Physothorax,L763,L764,1,G
Odopoia,Physothorax,L112,L112,1,G
Odopoia,Physothorax,L241,L241,1,H
Odopoia,Physothorax,L269,L269,1,G
Odopoia,Platykula,L241,L242,1,G
Odopoia,Platykula,L29,L29,1,H
Odopoia,Platykula,L768,L768,1,G
Odopoia,Platykula,L241,L241,1,H
Odopoia,Platykula,L501,L501,1,G
Odopoia,Plutothrix,L500,L501,1,G
Odopoia,Torymus,L241,L242,1,H
Odopoia,Torymus,L284,L285,1,G
Odopoia,Torymus,L763,L764,1,G
Odopoia,Torymus,L795,L796,2,G H
Odopoia,Torymus,L337,L337,1,G
Odopoia,Torymus,L394,L394,1,G
Odopoia,Torymus,L399,L399,1,H
Odopoia,Torymus,L420,L420,1,G
Odopoia,Torymus,L500,L500,1,H
Odopoia,Torymus,L503,L503,1,H
Odopoia,Torymus,L764,L764,1,G
Odopoia,Torymus,L810,L810,1,B
Odopoia,Torymus,L368,L369,1,B
Odopoia,Torymus,L483,L484,1,G
Odopoia,Torymus,L726,L727,1,G
Dibrachys,Ogloblinisca,L388,L389,1,G
Habritys,Ogloblinisca,L46,L47,1,G
Habritys,Ogloblinisca,L617,L618,1,G
Ogloblinisca,Ormocerus,L938,L938,1,G
Ogloblinisca,Ormocerus,L304,L304,1,G
Ogloblinisca,Ormocerus,L238,L884,1,G
Ogloblinisca,Ormocerus,L332,L332,1,B
Ogloblinisca,Plutothrix,L561,L562,1,H
Ogloblinisca,Plutothrix,L111,L111,1,G
Ogloblinisca,Plutothrix,L112,L112,1,G
Ogloblinisca,Plutothrix,L19,L19,1,G
Ogloblinisca,Plutothrix,L200,L200,1,G
Ogloblinisca,Plutothrix,L337,L337,1,G
Ogloblinisca,Plutothrix,L388,L388,1,G
Ogloblinisca,Plutothrix,L517,L517,2,C D
Ogloblinisca,Plutothrix,L561,L561,1,H
Ogloblinisca,Plutothrix,L566,L566,1,G
Ogloblinisca,Plutothrix,L618,L618,1,G
Ogloblinisca,Plutothrix,L631,L631,1,G
Ogloblinisca,Plutothrix,L768,L768,1,G
Ogloblinisca,Plutothrix,L806,L806,1,G
Ogloblinisca,Plutothrix,L939,L939,2,B G
Ogloblinisca,Plutothrix,L995,L995,1,G
Ogloblinisca,Tineobius,L313,L313,1,G
Ogloblinisca,Walkerella,L388,L389,1,G
Ogloblinisca,Walkerella,L46,L47,1,G
Cea,Omphalodipara,L18,L19,1,G
Chrysomalla,Omphalodipara,L925,L926,1,G
Coelocyba,Omphalodipara,L500,L501,1,G
Coruna,Omphalodipara,L359,L362,1,G
Diconocara,Omphalodipara,L705,L706,1,D
Diconocara,Omphalodipara,L704,L705,1,G
Diconocara,Omphalodipara,L705,L705,1,D
Epistenia,Omphalodipara,L359,L362,1,G
Grooca,Omphalodipara,L925,L926,1,H
Lanthanomyia,Omphalodipara,L2,L3,1,G
Omphalodipara,Plutothrix,L364,L365,1,H
Omphalodipara,Plutothrix,L500,L501,1,G
Omphalodipara,Proshizonotus,L338,L339,1,G
Omphalodipara,Tetracampe,L47,L48,1,G
Aeschylia,Ooctonus,L514,L514,1,D
Buresium,Ooctonus,L817,L817,1,G
Mymar,Ooctonus,L802,L802,1,C
Asaphes,Ooencyrtus,L500,L501,1,G
Asaphes,Ooencyrtus,L501,L502,1,G
Ceballosia,Ooencyrtus,L955,L955,1,H
Eusemion,Ooencyrtus,L996,L996,1,G
Ooencyrtus,Psilochalcis,L1021,L1022,1,G
Ooencyrtus,Psilochalcis,L136,L137,1,A
Ooencyrtus,Psilochalcis,L329,L330,1,G
Ooencyrtus,Psilochalcis,L414,L415,1,A
Ooencyrtus,Psilochalcis,L505,L506,2,A G
Ooencyrtus,Psilochalcis,L518,L519,1,G
Ooencyrtus,Psilochalcis,L653,L654,2,A G
Ooencyrtus,Psilochalcis,L652,L653,2,A G
Ooencyrtus,Psilochalcis,L75,L76,1,A
Ooencyrtus,Psilochalcis,L888,L889,1,G
Ooencyrtus,Psilochalcis,L961,L962,1,A
Ooencyrtus,Psilochalcis,L960,L961,1,G
Ooencyrtus,Psilochalcis,L136,L136,1,G
Ooencyrtus,Psilochalcis,L330,L330,1,G
Ooencyrtus,Psilochalcis,L389,L389,2,C D
Ooencyrtus,Psilochalcis,L505,L505,2,C D
Ooencyrtus,Psilochalcis,L519,L519,2,C D
Ooencyrtus,Psilochalcis,L653,L653,2,C D
Ooencyrtus,Psilochalcis,L75,L75,1,D
Ooencyrtus,Psilochalcis,L889,L889,2,C D
Ooencyrtus,Psilochalcis,L507,L508,1,G
Ooencyrtus,Psilochalcis,L783,L783,1,G
Ooencyrtus,Psilochalcis,L135,L136,1,A
Colotrechnus,Ophelimus,L419,L420,1,G
Cratocentrus,Ophelimus,L938,L938,1,G
Megastigmus,Ophelimus,L562,L564,1,G
Ophelimus,Perthiola,L368,L368,2,B G
Ophelimus,Perthiola,L564,L564,1,G
Ophelimus,Perthiola,L860,L860,1,H
Ophelimus,Perthiola,L721,L722,1,G
Ophelimus,Perthiola,L555,L555,1,G
Ophelimus,Perthiola,L722,L722,1,G
Coruna,Ophelosia,L359,L362,1,G
Diconocara,Ophelosia,L41,L42,1,G
Micradelus,Ophelosia,L417,L418,1,A
Micradelus,Ophelosia,L418,L418,1,A
Ophelosia,Ormyromorpha,L500,L501,1,G
Coelocyba,Orasema,L500,L500,1,H
Orasema,Ormocerus,L400,L400,1,G
Orasema,Pseudometagea,L399,L400,1,H
Orasema,Pseudometagea,L420,L420,1,G
Orasema,Pseudometagea,L424,L424,1,G
Orasema,Pseudometagea,L432,L432,1,G
Orasema,Pseudometagea,L571,L572,1,H
Orasema,Pseudometagea,L262,L262,1,H
Orasema,Psilocharis,L18,L19,1,G
Orasema,Psilocharis,L332,L333,1,H
Orasema,Psilocharis,L18,L18,1,G
Orasema,Psilocharis,L571,L572,1,G
Orasema,Timioderus,L500,L501,1,G
Orasema,Timioderus,L545,L546,1,G
Orasema,Timioderus,L501,L501,2,B G
Orasema,Timioderus,L565,L565,1,G
Orasema,Timioderus,L243,L244,1,G
Orasema,Timioderus,L571,L572,1,G
Orasema,Timioderus,L244,L244,1,G
Orasema,Timioderus,L363,L363,1,G
Orasema,Timioderus,L364,L364,1,G
Orasema,Timioderus,L545,L545,1,G
Orasema,Timioderus,L546,L546,1,B
Adontomerus,Ormocerus,L1,L1,1,G
Cyrtogaster,Ormocerus,L502,L503,1,G
Cyrtogaster,Ormocerus,L430,L430,1,H
Habritys,Ormocerus,L46,L47,1,G
Habritys,Ormocerus,L617,L618,1,G
Hetreulophus,Ormocerus,L359,L359,1,G
Homoporus,Ormocerus,L47,L48,1,G
Homoporus,Ormocerus,L618,L618,1,G
Nodisoplata,Ormocerus,L503,L504,1,G
Nodisoplata,Ormocerus,L559,L560,1,G
Nodisoplata,Ormocerus,L688,L689,1,G
Nodisoplata,Ormocerus,L759,L760,1,H
Nodisoplata,Ormocerus,L313,L313,1,G
Nodisoplata,Ormocerus,L420,L420,1,G
Nodisoplata,Ormocerus,L421,L421,1,G
Nodisoplata,Ormocerus,L438,L438,1,G
Nodisoplata,Ormocerus,L503,L503,1,G
Nodisoplata,Ormocerus,L57,L57,1,G
Nodisoplata,Ormocerus,L689,L689,1,G
Ormocerus,Plutothrix,L920,L920,1,G
Ormocerus,Plutothrix,L362,L362,1,G
Ormocerus,Plutothrix,L392,L392,1,H
Ormocerus,Plutothrix,L492,L492,1,H
Ormocerus,Plutothrix,L725,L725,1,B
Ormocerus,Proshizonotus,L39,L40,1,G
Ormocerus,Proshizonotus,L321,L321,1,G
Ormocerus,Pteromalus,L237,L238,1,H
Ormocerus,Pteromalus,L503,L504,1,G
Ormocerus,Pteromalus,L617,L618,1,G
Ormocerus,Pteromalus,L337,L337,1,G
Ormocerus,Pteromalus,L504,L504,1,G
Ormocerus,Solenura,L627,L627,1,G
Ormocerus,Walkerella,L46,L47,1,G
Ormocerus,Walkerella,L631,L631,1,G
Ormocerus,Yrka,L844,L844,1,G
Ormocerus,Zeala,L753,L753,1,G
Idarnes,Ormyromorpha,L363,L363,1,G
Asparagobius,Ormyrulus,L232,L233,1,G
Callocleonymus,Ormyrulus,L259,L260,1,D
Callocleonymus,Ormyrulus,L652,L653,1,B
Callocleonymus,Ormyrulus,L78,L79,1,D
Callocleonymus,Ormyrulus,L259,L259,1,D
Callocleonymus,Ormyrulus,L518,L518,1,D
Callocleonymus,Ormyrulus,L652,L652,1,G
Callocleonymus,Ormyrulus,L767,L767,1,G
Callocleonymus,Ormyrulus,L79,L79,1,D
Cea,Ormyrulus,L596,L596,1,D
Diconocara,Ormyrulus,L418,L447,1,G
Micradelus,Ormyrulus,L407,L678,1,G
Nepistenia,Ormyrulus,L768,L768,1,G
Nodisoplata,Ormyrulus,L399,L400,1,G
Ormyrulus,Ormyrus,L14,L15,1,G
Ormyrulus,Ormyrus,L448,L449,1,G
Ormyrulus,Ormyrus,L565,L566,1,H
Ormyrulus,Ormyrus,L566,L567,1,G
Ormyrulus,Ormyrus,L567,L568,1,G
Ormyrulus,Ormyrus,L580,L581,2,G H
Ormyrulus,Ormyrus,L658,L659,1,H
Ormyrulus,Ormyrus,L779,L780,1,G
Ormyrulus,Ormyrus,L122,L122,1,G
Ormyrulus,Ormyrus,L169,L169,1,G
Ormyrulus,Ormyrus,L291,L291,2,G H
Ormyrulus,Ormyrus,L354,L354,2,B G
Ormyrulus,Ormyrus,L449,L449,1,G
Ormyrulus,Ormyrus,L623,L623,1,H
Ormyrulus,Ormyrus,L659,L659,2,G H
Ormyrulus,Ormyrus,L731,L731,1,G
Ormyrulus,Ormyrus,L781,L781,2,G H
Ormyrulus,Ormyrus,L810,L810,1,A
Ormyrulus,Ormyrus,L892,L892,2,G H
Ormyrulus,Ormyrus,L152,L153,1,G
Ormyrulus,Ormyrus,L450,L451,2,G H
Ormyrulus,Ormyrus,L451,L452,3,A B H
Ormyrulus,Ormyrus,L503,L504,1,G
Ormyrulus,Ormyrus,L619,L620,2,G H
Ormyrulus,Ormyrus,L709,L710,2,G H
Ormyrulus,Ormyrus,L830,L831,1,H
Ormyrulus,Ormyrus,L1020,L1020,1,G
Ormyrulus,Ormyrus,L1021,L1021,1,D
Ormyrulus,Ormyrus,L1035,L1035,1,H
Ormyrulus,Ormyrus,L124,L124,1,H
Ormyrulus,Ormyrus,L161,L161,2,G H
Ormyrulus,Ormyrus,L260,L260,1,H
Ormyrulus,Ormyrus,L304,L304,1,G
Ormyrulus,Ormyrus,L367,L367,1,G
Ormyrulus,Ormyrus,L3,L3,1,G
Ormyrulus,Ormyrus,L424,L424,1,G
Ormyrulus,Ormyrus,L450,L450,2,G H
Ormyrulus,Ormyrus,L454,L454,2,G H
Ormyrulus,Ormyrus,L456,L456,1,G
Ormyrulus,Ormyrus,L523,L523,1,G
Ormyrulus,Ormyrus,L558,L558,1,G
Ormyrulus,Ormyrus,L566,L566,1,G
Ormyrulus,Ormyrus,L567,L567,2,G H
Ormyrulus,Ormyrus,L600,L600,1,H
Ormyrulus,Ormyrus,L622,L622,1,G
Ormyrulus,Ormyrus,L656,L656,1,G
Ormyrulus,Ormyrus,L689,L689,1,G
Ormyrulus,Ormyrus,L703,L703,1,G
Ormyrulus,Ormyrus,L746,L746,1,G
Ormyrulus,Ormyrus,L768,L768,2,G H
Ormyrulus,Ormyrus,L779,L779,1,G
Ormyrulus,Ormyrus,L801,L801,2,G H
Ormyrulus,Ormyrus,L820,L820,1,H
Ormyrulus,Ormyrus,L823,L823,1,G
Ormyrulus,Ormyrus,L911,L911,1,H
Ormyrulus,Ormyrus,L971,L971,1,H
Ormyrulus,Poropoea,L326,L418,1,G
Aditrochus,Ormyrus,L412,L413,1,G
Aditrochus,Ormyrus,L413,L413,1,G
Agamerion,Ormyrus,L133,L134,1,H
Aiolomorphus,Ormyrus,L505,L506,1,H
Anagyrus,Ormyrus,L39,L40,1,G
Asparagobius,Ormyrus,L130,L131,1,H
Asparagobius,Ormyrus,L709,L710,1,H
Asparagobius,Ormyrus,L244,L244,1,H
Asparagobius,Ormyrus,L810,L810,1,G
Asparagobius,Ormyrus,L904,L904,1,H
Boucekius,Ormyrus,L619,L619,1,H
Calosota,Ormyrus,L125,L126,1,H
Chalcedectus,Ormyrus,L125,L126,2,G H
Clytina,Ormyrus,L2,L2,1,G
Coelocyba,Ormyrus,L47,L48,1,G
Colotrechnus,Ormyrus,L47,L48,1,G
Coruna,Ormyrus,L359,L362,1,H
Cynipencyrtus,Ormyrus,L244,L245,2,G H
Diconocara,Ormyrus,L623,L624,1,G
Exolabrum,Ormyrus,L16,L17,2,G H
Habritys,Ormyrus,L199,L200,2,G H
Habritys,Ormyrus,L359,L362,2,G H
Herbertia,Ormyrus,L1047,L1049,1,H
Herbertia,Ormyrus,L688,L689,1,G
Herbertia,Ormyrus,L831,L833,1,G
Hockeria,Ormyrus,L381,L381,1,D
Lelaps,Ormyrus,L927,L929,1,H
Macromesus,Ormyrus,L161,L162,2,G H
Macromesus,Ormyrus,L801,L802,1,H
Melanosmicra,Ormyrus,L535,L535,1,B
Neanastatus,Ormyrus,L2,L3,1,B
Neochalcis,Ormyrus,L537,L540,1,H
Neochalcis,Ormyrus,L669,L671,1,H
Neochalcis,Ormyrus,L362,L362,1,H
Nepistenia,Ormyrus,L90,L90,1,G
Nodisoplata,Ormyrus,L399,L400,1,G
Odopoia,Ormyrus,L241,L242,2,G H
Odopoia,Ormyrus,L241,L241,2,G H
Omphalodipara,Ormyrus,L851,L851,1,G
Orasema,Ormyrus,L13,L13,1,G
Orasema,Ormyrus,L363,L364,1,H
Orasema,Ormyrus,L421,L422,1,G
Orasema,Ormyrus,L363,L363,1,H
Orasema,Ormyrus,L422,L422,1,G
Orasema,Ormyrus,L491,L491,1,H
Ormyromorpha,Ormyrus,L233,L234,1,G
Ormyrus,Papuopsia,L670,L671,1,G
Ormyrus,Perilampus,L762,L763,1,H
Ormyrus,Plastobelyta,L356,L357,1,G
Ormyrus,Propalachia,L784,L785,1,G
Ormyrus,Pteromalus,L623,L624,1,G
Ormyrus,Pteromalus,L624,L624,1,G
Ormyrus,Signiphora,L112,L713,2,G H
Ormyrus,Spalangiopelta,L239,L240,2,G H
Ormyrus,Spalangiopelta,L239,L239,2,G H
Ormyrus,Storeya,L233,L233,1,H
Ormyrus,Tineobius,L713,L713,1,H
Ormyrus,Torymoides,L40,L41,1,H
Ormyrus,Torymoides,L41,L42,1,H
Ormyrus,Trichilogaster,L419,L419,1,G
Ormyrus,Zdenekius,L232,L233,1,G
Ormyrus,Zolotarewskya,L448,L448,1,G
Palachia,Palmon,L650,L651,2,B G
Palachia,Palmon,L422,L422,2,B G
Palachia,Palmon,L511,L511,2,B G
Palachia,Palmon,L651,L651,2,B G
Palachia,Palmon,L339,L339,1,G
Palachia,Palmon,L363,L363,1,B
Palachia,Platykula,L501,L501,1,G
Palachia,Platykula,L768,L768,1,G
Palachia,Propalachia,L757,L758,1,H
Palachia,Propalachia,L660,L660,2,B G
Palachia,Propalachia,L659,L660,1,G
Palachia,Propalachia,L68,L68,1,H
Adontomerus,Palmon,L338,L339,2,G H
Glyphomerus,Palmon,L709,L709,1,G
Microdontomerus,Palmon,L338,L339,1,H
Microdontomerus,Palmon,L337,L337,1,H
Microdontomerus,Palmon,L338,L338,1,H
Palmon,Propalachia,L825,L825,1,G
Aeschylia,Papuopsia,L960,L961,1,D
Aeschylia,Papuopsia,L961,L961,1,D
Brachyscelidiphaga,Papuopsia,L960,L961,1,G
Cyrtogaster,Papuopsia,L111,L111,1,G
Epistenia,Papuopsia,L412,L413,1,H
Epistenia,Papuopsia,L413,L413,1,H
Grooca,Papuopsia,L925,L926,1,G
Grooca,Papuopsia,L1006,L1006,1,G
Idioporus,Papuopsia,L338,L339,1,G
Idioporus,Papuopsia,L339,L339,1,G
Mesopeltita,Papuopsia,L632,L634,1,G
Papuopsia,Plutothrix,L404,L404,1,G
Papuopsia,Rileya,L46,L47,1,G
Papuopsia,Yrka,L502,L503,1,G
Euryischia,Paracentrobia,L500,L502,1,H
Paracentrobia,Pteroptrix,L140,L140,2,C D
Acanthochalcis,Paraeusandalum,L231,L231,1,G
Coccobius,Paraeusandalum,L420,L421,1,G
Epistenia,Paraeusandalum,L161,L162,1,G
Grooca,Paraeusandalum,L925,L926,1,G
Heydenia,Paraeusandalum,L768,L768,1,G
Melanosmicra,Paraeusandalum,L399,L400,1,G
Nepistenia,Paraeusandalum,L938,L938,1,G
Paraeusandalum,Parepistenia,L506,L506,1,G
Paraeusandalum,Pentacladia,L392,L392,1,H
Paraeusandalum,Pentacladia,L485,L486,1,G
Paraeusandalum,Pentacladia,L486,L486,1,G
Paraeusandalum,Pentacladia,L864,L864,1,G
Paraeusandalum,Proshizonotus,L112,L112,1,G
Paraeusandalum,Tineobius,L1044,L1045,2,A G
Paraeusandalum,Tineobius,L172,L173,2,A G
Paraeusandalum,Tineobius,L209,L210,2,A G
Paraeusandalum,Tineobius,L248,L249,2,A G
Paraeusandalum,Tineobius,L589,L590,2,A G
Paraeusandalum,Tineobius,L590,L591,2,A G
Paraeusandalum,Tineobius,L1031,L1031,2,C D
Paraeusandalum,Tineobius,L1045,L1045,2,C D
Paraeusandalum,Tineobius,L139,L139,2,C D
Paraeusandalum,Tineobius,L173,L173,2,C D
Paraeusandalum,Tineobius,L209,L209,2,C D
Paraeusandalum,Tineobius,L590,L590,2,C D
Paraeusandalum,Tineobius,L746,L746,2,C D
Paraeusandalum,Tineobius,L399,L400,1,G
Paraeusandalum,Tineobius,L702,L702,1,G
Paraeusandalum,Tineobius,L1031,L1032,1,A
Paraeusandalum,Tineobius,L173,L174,1,A
Paraeusandalum,Tineobius,L208,L209,1,G
Adontomerus,Parastethynium,L729,L783,1,G
Adontomerus,Parastethynium,L729,L759,1,G
Austrophotismus,Parastethynium,L638,L953,1,H
Cameronella,Parastethynium,L1030,L783,1,G
Clytina,Parastethynium,L571,L572,1,G
Microdontomerus,Parastethynium,L337,L337,1,D
Parastethynium,Stethynium,L235,L236,1,G
Parastethynium,Stethynium,L235,L235,1,G
Parastethynium,Stethynium,L363,L363,1,G
Parastethynium,Stethynium,L422,L422,1,G
Parastethynium,Stethynium,L710,L710,1,G
Parastethynium,Stethynium,L768,L768,1,G
Parastethynium,Stethynium,L952,L952,1,G
Parastethynium,Trisecodes,L830,L830,2,C D
Parastethynium,Trisecodes,L830,L831,1,D
Parastethynium,Trisecodes,L925,L926,1,G
Parastethynium,Trisecodes,L167,L167,1,G
Parastethynium,Trisecodes,L18,L18,1,D
Parastethynium,Trisecodes,L236,L236,1,D
Parastethynium,Trisecodes,L526,L526,1,G
Parastethynium,Trisecodes,L823,L823,1,D
Parastethynium,Trisecodes,L854,L854,1,D
Parastethynium,Trisecodes,L917,L917,1,G
Parastethynium,Trisecodes,L926,L926,1,D
Parastethynium,Umairia,L620,L621,1,D
Parastethynium,Umairia,L619,L621,1,D
Parastethynium,Umairia,L621,L621,1,D
Agamerion,Paratrichogramma,L351,L353,1,D
Agamerion,Paratrichogramma,L351,L352,1,D
Agamerion,Paratrichogramma,L351,L351,1,D
Agamerion,Paratrichogramma,L43,L43,1,D
Diconocara,Paratrichogramma,L951,L951,1,G
