genus1,genus2,locus1,locus2,overlap_count,overlap
Coccophagus,Pleistodontes,L100,L100,2,C D
Coccophagus,Pleistodontes,L249,L249,1,D
Coccophagus,Pleistodontes,L318,L318,1,D
Coccophagus,Pleistodontes,L765,L765,2,A G
Coccophagus,Psilochalcis,L379,L379,1,G
Coccophagus,Sycophaga,L1017,L1018,1,A
Coccophagus,Sycophaga,L181,L182,2,C D
Coccophagus,Sycophaga,L180,L181,1,G
Coccophagus,Sycophaga,L507,L508,1,A
Coccophagus,Sycophaga,L78,L79,2,A G
Coccophagus,Sycophaga,L79,L80,1,A
Coccophagus,Sycophaga,L846,L847,2,C D
Coccophagus,Sycophaga,L870,L871,1,G
Coccophagus,Sycophaga,L922,L923,1,D
Coccophagus,Sycophaga,L1017,L1017,2,A G
Coccophagus,Sycophaga,L1030,L1030,2,C D
Coccophagus,Sycophaga,L181,L181,2,C D
Coccophagus,Sycophaga,L283,L283,2,C D
Coccophagus,Sycophaga,L39,L39,2,C D
Coccophagus,Sycophaga,L507,L507,2,C D
Coccophagus,Sycophaga,L79,L79,2,A G
Coccophagus,Sycophaga,L846,L846,2,C D
Coccophagus,Sycophaga,L871,L871,2,C D
Coccophagus,Sycophaga,L922,L922,2,C D
Coccophagus,Sycophaga,L574,L575,1,A
Coccophagus,Sycophaga,L938,L938,1,G
Coccophagus,Waterstoniella,L828,L829,1,G
Coccophagus,Waterstoniella,L641,L641,1,D
Coccophagus,Waterstoniella,L829,L829,2,C D
Akapala,Coelocyba,L995,L995,1,G
Coelocyba,Coruna,L359,L362,1,G
Coelocyba,Eusemion,L1021,L1022,1,G
Coelocyba,Grooca,L925,L926,1,G
Coelocyba,Grooca,L363,L363,1,H
Coelocyba,Grooca,L926,L926,1,A
Coelocyba,Grooca,L47,L48,1,G
Coelocyba,Lanthanomyia,L1006,L1006,1,G
Coelocyba,Lanthanomyia,L362,L362,2,G H
Coelocyba,Lanthanomyia,L504,L504,1,H
Coelocyba,Lanthanomyia,L91,L91,1,H
Coelocyba,Lanthanomyia,L463,L463,2,G H
Coelocyba,Lasiochalcidia,L1021,L1022,1,G
Coelocyba,Lelapsomorpha,L367,L367,1,H
Coelocyba,Lelapsomorpha,L388,L388,1,G
Coelocyba,Lelapsomorpha,L46,L46,1,G
Coelocyba,Lelapsomorpha,L938,L938,1,G
Coelocyba,Lelapsomorpha,L18,L18,1,H
Coelocyba,Lelapsomorpha,L65,L65,1,H
Coelocyba,Neapterolelaps,L338,L339,1,G
Coelocyba,Neapterolelaps,L338,L338,1,G
Coelocyba,Ormyromorpha,L356,L357,1,H
Coelocyba,Ormyromorpha,L388,L389,1,A
Coelocyba,Ormyromorpha,L46,L47,1,G
Coelocyba,Ormyromorpha,L316,L316,1,H
Coelocyba,Ormyromorpha,L357,L357,1,H
Coelocyba,Ormyromorpha,L397,L397,1,G
Coelocyba,Ormyromorpha,L419,L419,1,H
Coelocyba,Ormyromorpha,L500,L500,2,G H
Coelocyba,Ormyromorpha,L725,L725,1,G
Coelocyba,Ormyromorpha,L388,L388,1,G
Coelocyba,Ormyromorpha,L564,L564,1,H
Coelocyba,Rivasia,L500,L501,2,G H
Coelocyba,Zolotarewskya,L48,L48,1,G
Coelocyba,Zolotarewskya,L503,L503,1,G
Colocharis,Neolosbanus,L222,L223,1,G
Colocharis,Neolosbanus,L549,L550,1,A
Colocharis,Neolosbanus,L223,L223,1,G
Colocharis,Neolosbanus,L264,L264,1,G
Colocharis,Neolosbanus,L549,L549,1,A
Colocharis,Neolosbanus,L550,L550,1,A
Colocharis,Neolosbanus,L607,L607,1,H
Colocharis,Orasema,L505,L506,1,H
Colocharis,Orasema,L561,L562,1,H
Colocharis,Orasema,L571,L572,1,H
Colocharis,Orasema,L446,L446,1,H
Colocharis,Ormyromorpha,L500,L501,1,G
Colocharis,Pseudometagea,L305,L306,1,H
Colocharis,Pseudometagea,L359,L362,2,G H
Colocharis,Pseudometagea,L526,L527,1,G
Colocharis,Pseudometagea,L580,L581,1,H
Colocharis,Pseudometagea,L625,L626,1,B
Colocharis,Pseudometagea,L914,L916,2,G H
Colocharis,Pseudometagea,L916,L917,1,G
Colocharis,Pseudometagea,L8,L9,1,H
Colocharis,Pseudometagea,L580,L580,1,G
Colocharis,Pseudometagea,L778,L778,1,H
Colocharis,Pseudometagea,L915,L915,1,D
Colocharis,Pseudometagea,L917,L917,2,A G
Colocharis,Pseudometagea,L40,L41,1,A
Colocharis,Pseudometagea,L524,L525,1,G
Colocharis,Pseudometagea,L549,L550,1,A
Colocharis,Pseudometagea,L46,L46,1,G
Colocharis,Pseudometagea,L549,L549,1,A
Colocharis,Pseudometagea,L550,L550,1,A
Colocharis,Pseudometagea,L571,L571,1,H
Colocharis,Pseudometagea,L636,L636,1,A
Colocharis,Pseudometagea,L768,L768,1,G
Colocharis,Pseudometagea,L858,L858,1,G
Colocharis,Pseudometagea,L995,L995,1,H
Colocharis,Schizaspidia,L142,L143,1,H
Colocharis,Schizaspidia,L195,L196,1,H
Colocharis,Schizaspidia,L197,L198,1,G
Colocharis,Schizaspidia,L222,L223,1,H
Colocharis,Schizaspidia,L385,L386,1,G
Colocharis,Schizaspidia,L444,L446,1,H
Colocharis,Schizaspidia,L44,L45,1,A
Colocharis,Schizaspidia,L8,L9,1,H
Colocharis,Schizaspidia,L545,L546,1,G
Colocharis,Schizaspidia,L549,L550,1,A
Colocharis,Schizaspidia,L430,L430,1,H
Colocharis,Schizaspidia,L506,L506,1,G
Colocharis,Schizaspidia,L549,L549,1,A
Colocharis,Schizaspidia,L631,L631,1,H
Colocharis,Schizaspidia,L751,L751,2,G H
Colocharis,Schizaspidia,L817,L817,1,G
Colocharis,Timioderus,L421,L422,1,G
Colotrechnus,Coruna,L359,L362,1,H
Colotrechnus,nr Bofuria,L568,L568,2,G H
Colotrechnus,nr Bofuria,L567,L568,1,G
Colotrechnus,Orasema,L790,L791,1,G
Colotrechnus,Orasema,L185,L185,1,G
Colotrechnus,Orasema,L790,L790,1,G
Colotrechnus,Pseudidarnes,L359,L362,1,H
Colotrechnus,Pseudometagea,L56,L57,1,G
Colotrechnus,Pseudometagea,L57,L57,1,D
Colotrechnus,Trisecodes,L46,L46,1,G
Conura,Epitranus,L500,L501,1,H
Conura,Idioporus,L725,L726,1,H
Conura,Melanosmicra,L359,L362,2,A G
Conura,Melanosmicra,L510,L511,2,A H
Conura,Melanosmicra,L616,L617,1,A
Conura,Melanosmicra,L359,L359,1,H
Conura,Melanosmicra,L511,L511,2,A G
Conura,Melanosmicra,L617,L617,2,A G
Conura,Melanosmicra,L439,L440,1,G
Conura,Melanosmicra,L567,L568,1,G
Conura,Melanosmicra,L227,L227,1,G
Conura,Melanosmicra,L394,L394,1,H
Conura,Melanosmicra,L438,L438,1,G
Conura,Melanosmicra,L502,L502,1,H
Conura,Melanosmicra,L835,L835,1,H
Conura,Melanosmicra,L836,L836,1,H
Conura,Melanosmicra,L933,L933,1,G
Buresium,Coptera,L355,L497,1,G
Chalcedectus,Coptera,L551,L552,1,D
Chalcedectus,Coptera,L552,L552,1,D
Coptera,Echthrodape,L1036,L20,1,H
Coptera,Micradelus,L473,L971,1,G
Coptera,Stypiura,L355,L542,1,G
Coptera,Yrka,L611,L611,2,C D
Coptera,Zaischnopsis,L473,L529,1,G
Coruna,Dibrachys,L368,L368,2,G H
Coruna,Dibrachys,L369,L369,1,H
Coruna,Habritys,L359,L362,1,G
Coruna,Habritys,L363,L364,1,H
Coruna,Habritys,L46,L47,1,G
Coruna,Habritys,L359,L359,1,H
Coruna,Homoporus,L460,L460,1,G
Coruna,Homoporus,L570,L570,1,H
Coruna,Homoporus,L1021,L1021,1,H
Coruna,Megastigmus,L40,L40,1,H
Coruna,Nodisoplata,L436,L437,1,G
Coruna,Nodisoplata,L437,L437,1,G
Coruna,Nodisoplata,L359,L362,1,G
Coruna,Nodisoplata,L432,L432,1,G
Coruna,Ormocerus,L111,L111,1,G
Coruna,Ormocerus,L359,L362,1,G
Coruna,Ormocerus,L502,L503,1,G
Coruna,Ormocerus,L502,L502,1,G
Coruna,Pteromalus,L337,L337,1,G
Coruna,Pteromalus,L761,L761,1,H
Coruna,Pteromalus,L911,L911,1,H
Coruna,Pteromalus,L921,L921,1,G
Coruna,Walkerella,L46,L47,1,G
Coruna,Walkerella,L359,L362,1,G
Coruna,Cratocentrus,L359,L362,1,G
Cratocentrus,Epistenia,L709,L710,1,G
Cratocentrus,Megastigmus,L480,L481,1,G
Cratocentrus,Myiocnema,L939,L939,1,G
Cratocentrus,Ormyromorpha,L500,L501,1,G
Cratocentrus,Plutothrix,L241,L242,1,H
Cynipencyrtus,Epitranus,L500,L501,1,G
Cynipencyrtus,Euryischomyia,L501,L501,1,G
Cynipencyrtus,Hetreulophus,L451,L451,1,G
Cynipencyrtus,Moranila,L46,L46,1,G
Cynipencyrtus,Ormocerus,L500,L501,1,G
Cynipencyrtus,Ormyromorpha,L46,L47,1,G
Cynipencyrtus,Plastobelyta,L111,L111,1,G
Cynipencyrtus,Zaischnopsis,L527,L694,1,B
Coruna,Cyrtogaster,L359,L362,1,G
Coruna,Cyrtogaster,L925,L926,1,G
Coruna,Cyrtogaster,L359,L359,1,H
Cyrtogaster,Diconocara,L951,L951,1,H
Cyrtogaster,Diconocara,L356,L357,1,H
Cyrtogaster,Diconocara,L503,L504,1,G
Cyrtogaster,Diconocara,L111,L111,1,G
Cyrtogaster,Diconocara,L482,L482,2,G H
Cyrtogaster,Diconocara,L504,L504,1,G
Cyrtogaster,Diconocara,L570,L570,1,H
Cyrtogaster,Diconocara,L631,L631,2,G H
Cyrtogaster,Euderomphale,L784,L798,1,G
Cyrtogaster,Habritys,L46,L47,1,G
Cyrtogaster,Habritys,L362,L362,1,G
Cyrtogaster,Halticoptera,L200,L200,1,G
Cyrtogaster,Halticoptera,L419,L419,2,G H
Cyrtogaster,Halticoptera,L41,L42,1,G
Cyrtogaster,Halticoptera,L264,L264,1,G
Cyrtogaster,Homoporus,L47,L48,1,G
Cyrtogaster,Netomocera,L567,L568,1,G
Cyrtogaster,Netomocera,L111,L111,1,H
Cyrtogaster,Netomocera,L568,L568,1,B
Cyrtogaster,Nodisoplata,L145,L146,1,H
Cyrtogaster,Nodisoplata,L284,L285,1,G
Cyrtogaster,Nodisoplata,L305,L306,1,H
Cyrtogaster,Nodisoplata,L359,L362,1,H
Cyrtogaster,Nodisoplata,L625,L626,2,A G
Cyrtogaster,Nodisoplata,L61,L62,1,G
Cyrtogaster,Nodisoplata,L759,L760,1,H
Cyrtogaster,Nodisoplata,L800,L801,1,G
Cyrtogaster,Nodisoplata,L941,L942,1,G
Cyrtogaster,Nodisoplata,L114,L114,1,G
Cyrtogaster,Nodisoplata,L145,L145,2,B H
Cyrtogaster,Nodisoplata,L285,L285,1,G
Cyrtogaster,Nodisoplata,L305,L305,1,H
Cyrtogaster,Nodisoplata,L306,L306,1,G
Cyrtogaster,Nodisoplata,L35,L35,1,H
Cyrtogaster,Nodisoplata,L4,L4,1,H
Cyrtogaster,Nodisoplata,L626,L626,2,B G
Cyrtogaster,Nodisoplata,L800,L800,1,G
Cyrtogaster,Nodisoplata,L82,L82,2,B G
Cyrtogaster,Nodisoplata,L161,L162,1,B
Cyrtogaster,Nodisoplata,L284,L284,1,G
Cyrtogaster,Nodisoplata,L362,L362,1,G
Cyrtogaster,Nodisoplata,L369,L369,1,H
Cyrtogaster,Nodisoplata,L462,L462,1,H
Cyrtogaster,Nodisoplata,L768,L768,1,G
Cyrtogaster,Ogloblinisca,L938,L938,1,G
Cyrtogaster,Plutothrix,L432,L432,1,G
Cyrtogaster,Plutothrix,L502,L503,1,H
Cyrtogaster,Walkerella,L46,L47,1,G
Cyrtogaster,Walkerella,L1021,L1021,1,G
Cyrtogaster,Walkerella,L46,L46,1,G
Dasyomphale,Euderomphale,L855,L899,1,H
Dasyomphale,Euderomphale,L421,L422,1,H
Dasyomphale,Euderomphale,L422,L422,1,G
Dasyomphale,Pteromalus,L430,L430,1,G
Dasyomphale,Rileya,L430,L432,1,G
Dasyomphale,Trisecodes,L257,L259,1,G
Dasyomphale,Trisecodes,L770,L771,2,A G
Dasyomphale,Trisecodes,L885,L885,2,A G
Dasyomphale,Trisecodes,L892,L892,2,A G
Dasyomphale,Trisecodes,L906,L906,2,C D
Dasyomphale,Trisecodes,L637,L638,1,A
Coccophagus,Diaspiniphagus,L47,L48,1,G
Diaspiniphagus,Encarsia,L48,L48,1,G
Diaspiniphagus,Encarsia,L47,L48,1,H
Diaspiniphagus,Savzdargia,L241,L242,1,G
Diaspiniphagus,Umairia,L454,L454,1,G
Diaziella,Homoporus,L359,L362,1,H
Diaziella,Pseudometagea,L1011,L1012,2,A G
Diaziella,Pseudometagea,L132,L133,2,A G
Diaziella,Pseudometagea,L152,L153,1,D
Diaziella,Pseudometagea,L153,L154,1,A
Diaziella,Pseudometagea,L182,L183,1,G
Diaziella,Pseudometagea,L401,L402,1,D
Diaziella,Pseudometagea,L401,L403,1,A
Diaziella,Pseudometagea,L417,L418,2,A G
Diaziella,Pseudometagea,L441,L442,3,C D G
Diaziella,Pseudometagea,L452,L453,1,D
Diaziella,Pseudometagea,L451,L453,1,G
Diaziella,Pseudometagea,L547,L548,2,A G
Diaziella,Pseudometagea,L562,L564,1,G
Diaziella,Pseudometagea,L586,L587,2,A G
Diaziella,Pseudometagea,L589,L590,1,A
Diaziella,Pseudometagea,L605,L606,2,A G
Diaziella,Pseudometagea,L706,L707,1,D
Diaziella,Pseudometagea,L707,L708,1,A
Diaziella,Pseudometagea,L73,L74,2,A G
Diaziella,Pseudometagea,L934,L935,1,D
Diaziella,Pseudometagea,L1009,L1009,1,D
Diaziella,Pseudometagea,L1011,L1011,2,C D
Diaziella,Pseudometagea,L133,L133,1,D
Diaziella,Pseudometagea,L139,L139,2,C D
Diaziella,Pseudometagea,L153,L153,1,D
Diaziella,Pseudometagea,L183,L183,2,C D
Diaziella,Pseudometagea,L226,L226,2,C D
Diaziella,Pseudometagea,L289,L289,2,C D
Diaziella,Pseudometagea,L391,L391,2,C D
Diaziella,Pseudometagea,L401,L401,2,C D
Diaziella,Pseudometagea,L417,L417,2,C D
Diaziella,Pseudometagea,L441,L441,2,C D
Diaziella,Pseudometagea,L442,L442,2,A G
Diaziella,Pseudometagea,L453,L453,2,C D
Diaziella,Pseudometagea,L547,L547,2,C D
Diaziella,Pseudometagea,L564,L564,2,C D
Diaziella,Pseudometagea,L586,L586,3,A B G
Diaziella,Pseudometagea,L589,L589,2,A G
Diaziella,Pseudometagea,L707,L707,1,D
Diaziella,Pseudometagea,L736,L736,2,C D
Diaziella,Pseudometagea,L74,L74,2,C D
Diaziella,Pseudometagea,L765,L765,1,D
Diaziella,Pseudometagea,L814,L814,1,D
Diaziella,Pseudometagea,L853,L853,2,A G
Diaziella,Pseudometagea,L935,L935,2,C D
Diaziella,Pseudometagea,L777,L780,1,A
Diaziella,Pseudometagea,L1036,L1036,1,A
Diaziella,Pseudometagea,L777,L777,1,D
Diaziella,Pteromalus,L567,L568,1,G
Diaziella,Pteromalus,L337,L337,1,G
Diaziella,Pteromalus,L568,L568,1,G
Diaziella,Walkerella,L653,L653,2,B G
Dibrachys,Habritys,L1021,L1022,1,G
Dibrachys,Habritys,L1021,L1021,1,G
Dibrachys,Habritys,L1022,L1022,1,G
Dibrachys,Habritys,L362,L362,1,H
Dibrachys,Habritys,L570,L570,1,H
Dibrachys,Habritys,L978,L978,1,H
Dibrachys,Habritys,L388,L388,1,G
Dibrachys,Homoporus,L47,L48,2,G H
Dibrachys,Homoporus,L427,L427,1,G
Dibrachys,Homoporus,L48,L48,1,G
Dibrachys,Homoporus,L1021,L1022,1,H
Dibrachys,Homoporus,L294,L295,1,G
Dibrachys,Homoporus,L349,L349,1,G
Dibrachys,Ormocerus,L107,L627,1,H
Dibrachys,Ormocerus,L47,L48,1,G
Dibrachys,Ormyrus,L430,L431,1,G
Dibrachys,Pteromalus,L47,L48,1,G
Dibrachys,Pteromalus,L264,L264,1,G
Dibrachys,Pteromalus,L435,L435,1,H
Dibrachys,Pteromalus,L47,L47,1,H
Dibrachys,Pteromalus,L709,L709,2,B G
Dibrachys,Pteromalus,L377,L378,1,G
Dibrachys,Pteromalus,L378,L378,1,G
Dibrachys,Pteromalus,L41,L41,1,G
Dibrachys,Pteromalus,L611,L611,1,H
Aditrochus,Diconocara,L584,L584,1,H
Diconocara,Diplesiostigma,L440,L477,1,G
Diconocara,Enoggera,L2,L3,1,G
Diconocara,Erotolepsia,L501,L501,1,G
Diconocara,Habritys,L617,L618,1,G
Diconocara,Halticoptera,L436,L437,1,G
Diconocara,Halticoptera,L951,L951,1,G
Diconocara,Homoporus,L618,L618,1,G
Diconocara,Lanthanomyia,L403,L403,1,G
Diconocara,Neapterolelaps,L525,L525,1,G
Diconocara,Neotriadomerus,L514,L514,2,C D
Diconocara,Neotriadomerus,L514,L515,1,A
Diconocara,Netomocera,L291,L291,1,G
Diconocara,Nodisoplata,L252,L253,1,G
Diconocara,Nodisoplata,L348,L349,1,H
Diconocara,Nodisoplata,L436,L437,2,G H
Diconocara,Nodisoplata,L166,L166,1,G
Diconocara,Nodisoplata,L304,L304,1,G
Diconocara,Nodisoplata,L348,L348,1,H
Diconocara,Nodisoplata,L427,L427,1,H
Diconocara,Nodisoplata,L430,L430,1,H
Diconocara,Nodisoplata,L436,L436,2,G H
Diconocara,Nodisoplata,L517,L517,1,G
Diconocara,Nodisoplata,L826,L826,1,G
Diconocara,Nodisoplata,L833,L833,1,H
Diconocara,Nodisoplata,L951,L951,1,G
Diconocara,Nodisoplata,L97,L97,1,G
Diconocara,Nodisoplata,L831,L833,1,G
Diconocara,Ogloblinisca,L430,L431,1,H
Diconocara,Ogloblinisca,L576,L576,2,G H
Diconocara,Ormocerus,L397,L397,2,G H
Diconocara,Ormocerus,L432,L432,1,G
Diconocara,Ormocerus,L438,L438,2,G H
Diconocara,Ormocerus,L668,L668,1,G
Diconocara,Papuopsia,L1,L1,1,G
Diconocara,Pteromalus,L617,L618,1,G
Diconocara,Pteromalus,L337,L337,1,G
Diconocara,Sycoscapter,L437,L438,1,H
Diconocara,Timioderus,L437,L438,1,H
Diconocara,Torymus,L179,L477,1,G
Diconocara,Walkerella,L363,L364,1,G
Diconocara,Zeala,L359,L359,1,G
Asaphes,Dipara,L913,L913,1,G
Australeunotus,Dipara,L394,L394,1,G
Dipara,Epistenia,L359,L362,1,G
Dipara,Eusandalum,L937,L937,1,G
Dipara,Habritys,L46,L47,1,G
Dipara,Hetreulophus,L125,L126,1,H
Dipara,Keirana,L927,L928,1,G
Dipara,Keirana,L927,L927,1,H
Dipara,Lanthanomyia,L432,L432,1,H
Dipara,Macromesus,L397,L397,1,G
Dipara,Macromesus,L995,L995,1,G
Dipara,Nepistenia,L420,L420,1,G
Dipara,Notanisus,L399,L400,2,G H
Dipara,Notanisus,L400,L400,1,G
Dipara,Notanisus,L48,L48,1,G
Dipara,Ormocerus,L359,L359,1,G
Dipara,Ormyromorpha,L46,L47,1,G
Dipara,Pentacladia,L111,L111,1,G
Dipara,Proshizonotus,L420,L421,1,G
Dipara,Proshizonotus,L46,L46,1,G
Diplesiostigma,Physothorax,L653,L653,2,C D
Diplesiostigma,Physothorax,L652,L653,1,G
Diplesiostigma,Physothorax,L653,L654,1,A
Diplesiostigma,Polistomorpha,L774,L952,1,G
Diplesiostigma,Tetracampe,L268,L268,1,G
Diplesiostigma,Torymus,L611,L952,1,G
Boucekius,Dirhinus,L1035,L1035,1,G
Cratocentrus,Dirhinus,L939,L939,1,G
Dirhinus,Epitranus,L106,L107,1,A
Dirhinus,Epitranus,L107,L107,1,B
Dirhinus,Euderomphale,L57,L899,1,G
Dirhinus,Gastrancistrus,L1022,L1022,1,G
Dirhinus,Liepara,L920,L920,1,G
Dirhinus,Microdontomerus,L419,L420,1,G
Dirhinus,Ormocerus,L627,L627,1,G
Dirhinus,Parepistenia,L1021,L1021,1,G
Dirhinus,Parepistenia,L362,L362,1,G
Dirhinus,Tetramesa,L741,L899,1,G
Dirphys,Encarsia,L168,L169,2,B G
Dirphys,Encarsia,L296,L297,2,G H
Dirphys,Encarsia,L619,L620,1,G
Dirphys,Encarsia,L855,L856,2,A G
Dirphys,Encarsia,L857,L858,2,A G
Dirphys,Encarsia,L127,L127,2,C D
Dirphys,Encarsia,L374,L374,1,G
Dirphys,Encarsia,L466,L466,1,H
Dirphys,Encarsia,L850,L850,2,B G
Dirphys,Encarsia,L466,L468,1,H
Dirphys,Encarsia,L338,L338,1,G
Dirphys,Encarsia,L856,L856,1,G
Dirphys,Idarnotorymus,L478,L479,1,D
Dirphys,Lambdobregma,L3,L3,1,G
Dirphys,Monodontomerus,L478,L479,1,G
Balcha,Ditropinotella,L48,L48,1,G
Bruchodape,Ditropinotella,L210,L211,1,G
Bruchodape,Ditropinotella,L211,L212,1,A
Bruchodape,Ditropinotella,L211,L211,1,D
Bruchodape,Ditropinotella,L460,L460,1,D
Callocleonymus,Ditropinotella,L241,L242,1,A
Chrysolampus,Ditropinotella,L503,L504,1,G
Conura,Ditropinotella,L399,L400,1,G
Ditropinotella,Lanthanomyia,L241,L242,1,G
Ditropinotella,Melanosmicra,L399,L400,1,G
Ditropinotella,Metapelma,L223,L223,1,H
Ditropinotella,Metapelma,L439,L440,1,G
Ditropinotella,Neorileya,L438,L438,2,C D
Ditropinotella,Omphalodipara,L421,L422,1,G
Ditropinotella,Proshizonotus,L112,L112,1,G
Ditropinotella,Rivasia,L978,L979,1,G
Ditropinotella,Rivasia,L979,L980,1,G
Ditropinotella,Rivasia,L912,L912,1,G
Ditropinotella,Rivasia,L979,L979,1,G
Ditropinotella,Solenura,L768,L768,1,G
Ditropinotella,Tetrapus,L179,L221,1,H
Echthrodape,Idarnotorymus,L524,L525,1,G
Echthrodape,Idarnotorymus,L20,L20,1,G
Echthrodape,Idarnotorymus,L622,L622,1,H
Echthrodape,Micradelus,L266,L266,1,D
Echthrodape,Propalachia,L532,L532,1,G
Echthrodape,Rileya,L833,L833,1,D
Brachyelatus,Elachertus,L571,L572,1,G
Cerocephala,Elachertus,L365,L365,1,G
Coruna,Elachertus,L483,L484,1,G
Elachertus,Elasmus,L284,L285,1,H
Elachertus,Elasmus,L433,L434,1,G
Elachertus,Elasmus,L444,L445,1,G
Elachertus,Elasmus,L444,L446,1,G
Elachertus,Elasmus,L501,L502,1,G
Elachertus,Elasmus,L529,L532,1,G
Elachertus,Elasmus,L669,L670,1,H
Elachertus,Elasmus,L925,L926,2,G H
Elachertus,Elasmus,L501,L501,1,G
Elachertus,Elasmus,L532,L532,1,G
Elachertus,Elasmus,L669,L669,1,H
Elachertus,Elasmus,L441,L442,1,G
Elachertus,Elasmus,L1035,L1035,1,G
Elachertus,Elasmus,L441,L441,1,G
Elachertus,Hemiptarsenus,L22,L23,1,H
Elachertus,Hemiptarsenus,L23,L23,1,G
Elachertus,Hemiptarsenus,L371,L371,1,H
Elachertus,Hemiptarsenus,L54,L54,1,G
Elachertus,Hemiptarsenus,L621,L621,1,G
Elachertus,Hemiptarsenus,L955,L955,1,G
Elachertus,Herbertia,L986,L986,2,C D
Elachertus,Pnigalio,L142,L143,1,G
Elachertus,Pnigalio,L740,L741,1,H
Elachertus,Pnigalio,L741,L742,1,H
Elachertus,Pnigalio,L855,L856,1,G
Elachertus,Pnigalio,L362,L362,1,G
Elachertus,Pnigalio,L366,L366,1,G
Elachertus,Pnigalio,L392,L392,1,G
Elachertus,Pnigalio,L434,L434,1,G
Elachertus,Pnigalio,L552,L552,1,G
Elachertus,Pnigalio,L741,L741,1,H
Elachertus,Sympiesis,L503,L504,1,H
Elachertus,Sympiesis,L551,L552,1,G
Elachertus,Sympiesis,L559,L560,1,G
Elachertus,Sympiesis,L739,L740,1,G
Elachertus,Sympiesis,L912,L913,1,G
Elachertus,Sympiesis,L400,L400,1,G
Elachertus,Sympiesis,L446,L446,1,G
Elachertus,Sympiesis,L560,L560,1,G
Elachertus,Sympiesis,L739,L739,1,G
Elachertus,Sympiesis,L912,L912,1,G
Buresium,Elasmus,L173,L699,1,H
Elasmus,Hemiptarsenus,L399,L400,2,G H
Elasmus,Hemiptarsenus,L243,L243,1,G
Elasmus,Hemiptarsenus,L362,L362,1,G
Elasmus,Hemiptarsenus,L501,L501,1,G
Elasmus,Hemiptarsenus,L39,L40,1,H
Elasmus,Hemiptarsenus,L501,L502,1,G
Elasmus,Hemiptarsenus,L709,L710,1,G
Elasmus,Pnigalio,L399,L400,1,G
Elasmus,Pnigalio,L241,L241,1,H
Elasmus,Pnigalio,L363,L363,1,B
Elasmus,Pnigalio,L368,L368,1,H
Elasmus,Pnigalio,L369,L369,1,H
Elasmus,Pnigalio,L399,L399,1,G
Elasmus,Pnigalio,L501,L502,1,G
Elasmus,Pnigalio,L551,L552,1,G
Elasmus,Pnigalio,L709,L710,1,G
Elasmus,Pnigalio,L912,L913,1,G
Elasmus,Sympiesis,L709,L710,1,G
Elasmus,Sympiesis,L784,L785,1,G
Elasmus,Sympiesis,L231,L231,1,H
Elasmus,Sympiesis,L232,L232,1,G
Elasmus,Sympiesis,L709,L709,1,G
Elasmus,Sympiesis,L784,L784,1,G
Elasmus,Sympiesis,L785,L785,1,G
Elasmus,Sympiesis,L912,L912,1,G
Elasmus,Sympiesis,L284,L285,1,H
Elasmus,Sympiesis,L399,L400,1,G
Elasmus,Sympiesis,L40,L40,1,H
Adontomerus,Elatoides,L111,L111,1,G
Bootanomyia,Elatoides,L419,L419,1,G
Brachymeria,Elatoides,L432,L432,1,G
Clytina,Elatoides,L112,L713,1,G
Cyrtogaster,Elatoides,L503,L504,1,G
Elatoides,Encarsia,L356,L357,1,D
Elatoides,Encarsia,L357,L357,2,C D
Elatoides,Ericydnus,L926,L926,1,G
Elatoides,Euryischomyia,L399,L400,1,G
Elatoides,Hemiptarsenus,L1047,L1048,1,A
Elatoides,Hemiptarsenus,L1047,L1047,1,D
Elatoides,Lelaps,L112,L713,1,G
Elatoides,Macromesus,L951,L951,1,G
Elatoides,Macromesus,L995,L995,1,G
Elatoides,Megastigmus,L420,L421,1,G
Elatoides,Megastigmus,L420,L422,1,G
Elatoides,Megastigmus,L420,L420,1,G
Elatoides,Nepistenia,L523,L524,1,A
Elatoides,Nepistenia,L392,L392,1,H
Elatoides,Nepistenia,L523,L523,2,C D
Elatoides,Ormyromorpha,L503,L504,1,G
Elatoides,Solenura,L400,L400,1,G
Elatoides,Spalangiopelta,L112,L112,1,G
Elatoides,Tineobius,L443,L444,1,H
Elatoides,Tineobius,L443,L443,1,H
Elatoides,Yrka,L501,L501,1,G
Elatoides,Yrka,L502,L502,1,G
Elatoides,Zolotarewskya,L362,L362,1,G
Coccophagus,Encarsia,L47,L47,1,H
Encarsia,Enoggera,L35,L36,1,B
Encarsia,Erixestus,L782,L782,1,D
Encarsia,Euryischomyia,L759,L760,1,G
Encarsia,Keirana,L220,L220,2,C D
Encarsia,Keirana,L626,L626,2,C D
Encarsia,Masneroma,L392,L392,1,H
Encarsia,Merostenus,L502,L502,2,A G
Encarsia,Neochrysocharis,L64,L64,2,C D
Encarsia,Neochrysocharis,L63,L64,1,G
Encarsia,Neochrysocharis,L64,L65,1,A
Encarsia,Rivasia,L173,L174,1,G
Encarsia,Rivasia,L174,L834,1,A
Encarsia,Rivasia,L174,L174,2,C D
Encarsia,Rotoita,L749,L750,2,A G
Encarsia,Rotoita,L326,L326,2,C D
Encarsia,Rotoita,L750,L750,2,C D
Encarsia,Spalangiopelta,L589,L590,1,D
Encarsia,Spalangiopelta,L369,L369,2,C D
Encarsia,Spalangiopelta,L589,L589,1,D
Encarsia,Spalangiopelta,L595,L595,2,A G
